EventTrackSequentialID;OwnerIdentity;StorageDate;Category;Action
216;carnabelo@msging.net;2018-02-02 14:24:56.49 -02:00;Flow;API - Carrossel - Meus blocos
217;carnabelo@msging.net;2018-02-02 14:29:09.71 -02:00;Flow;Respostas para carrossel
218;carnabelo@msging.net;2018-02-02 14:29:09.82 -02:00;Flow;API - Buscar info do bloco
219;carnabelo@msging.net;2018-02-02 14:29:10.62 -02:00;Flow;API - Como Chegar
220;carnabelo@msging.net;2018-02-02 14:29:10.72 -02:00;Como chegar;Então, Brilha!
221;carnabelo@msging.net;2018-02-02 14:29:22.08 -02:00;Flow;API - Salvar - Bloco
222;carnabelo@msging.net;2018-02-02 14:29:22.22 -02:00;Eu vou;Então, Brilha!
223;carnabelo@msging.net;2018-02-02 14:29:23.60 -02:00;Flow;Criar lista de distribuicao
224;carnabelo@msging.net;2018-02-02 14:29:23.74 -02:00;Flow;Verificar - Horario bloco
225;carnabelo@msging.net;2018-02-02 14:29:24.40 -02:00;Flow;Agendar - Push
226;carnabelo@msging.net;2018-02-02 14:29:24.54 -02:00;Flow;Bloco - Agendado
227;carnabelo@msging.net;2018-02-02 14:29:33.37 -02:00;Flow;Selecionar data
228;carnabelo@msging.net;2018-02-02 14:29:37.69 -02:00;Pesquisa - Dia;13/02/2018
229;carnabelo@msging.net;2018-02-02 14:29:37.83 -02:00;Flow;API -  Carrossel - Bairro
230;carnabelo@msging.net;2018-02-02 14:29:39.04 -02:00;Flow;Selecionar data
231;carnabelo@msging.net;2018-02-02 14:29:45.29 -02:00;Pesquisa - Dia;📍 Mais próximo
232;carnabelo@msging.net;2018-02-02 14:29:45.45 -02:00;Flow;Enviar localizacao
233;carnabelo@msging.net;2018-02-02 14:29:48.32 -02:00;Flow;Respostas para carrossel
234;carnabelo@msging.net;2018-02-02 14:29:48.54 -02:00;Flow;Selecionar data
235;carnabelo@msging.net;2018-02-02 14:29:54.53 -02:00;Flow;API - Consultar blocos hoje
236;carnabelo@msging.net;2018-02-02 14:29:54.74 -02:00;Flow;Intro - O que tem hoje
237;carnabelo@msging.net;2018-02-02 14:29:55.90 -02:00;Flow;API  - Carrossel blocos -  Hoje
238;carnabelo@msging.net;2018-02-02 14:29:58.17 -02:00;Pesquisa - Dia;12/02/2018
239;carnabelo@msging.net;2018-02-02 14:29:58.28 -02:00;Flow;API -  Carrossel - Bairro
240;carnabelo@msging.net;2018-02-02 14:30:04.74 -02:00;Flow;API  - Carrossel blocos  - Agenda
241;carnabelo@msging.net;2018-02-02 14:30:04.80 -02:00;Pesquisa - Bairro;Centro
242;carnabelo@msging.net;2018-02-02 14:30:10.91 -02:00;Flow;Respostas para carrossel
243;carnabelo@msging.net;2018-02-02 14:30:11.04 -02:00;Flow;API - Buscar info do bloco
244;carnabelo@msging.net;2018-02-02 14:30:11.27 -02:00;Flow;API - Salvar - Bloco
245;carnabelo@msging.net;2018-02-02 14:30:11.36 -02:00;Eu vou;Baianas Ozadas
246;carnabelo@msging.net;2018-02-02 14:30:12.30 -02:00;Flow;Criar lista de distribuicao
247;carnabelo@msging.net;2018-02-02 14:30:12.40 -02:00;Flow;Verificar - Horario bloco
248;carnabelo@msging.net;2018-02-02 14:30:13.16 -02:00;Flow;Agendar - Push
249;carnabelo@msging.net;2018-02-02 14:30:13.27 -02:00;Flow;Bloco - Agendado
250;carnabelo@msging.net;2018-02-02 14:30:25.80 -02:00;Flow;Fallback - Nome de Bloco
251;carnabelo@msging.net;2018-02-02 14:30:25.91 -02:00;Flow;Fallback  - IA
252;carnabelo@msging.net;2018-02-02 14:30:26.69 -02:00;Flow;Menu
253;carnabelo@msging.net;2018-02-02 14:30:32.16 -02:00;Flow;API  - Consultar - Meus blocos
254;carnabelo@msging.net;2018-02-02 14:30:32.28 -02:00;Flow;API - Carrossel - Meus blocos
255;carnabelo@msging.net;2018-02-02 14:30:33.71 -02:00;Flow;API - Consultar blocos hoje
256;carnabelo@msging.net;2018-02-02 14:30:33.93 -02:00;Flow;Intro - O que tem hoje
257;carnabelo@msging.net;2018-02-02 14:30:35.12 -02:00;Flow;API  - Carrossel blocos -  Hoje
258;carnabelo@msging.net;2018-02-02 14:31:12.96 -02:00;Flow;Objetivo - Dancar
259;carnabelo@msging.net;2018-02-02 14:31:13.05 -02:00;Objetivo;Dancar
260;carnabelo@msging.net;2018-02-02 14:31:15.23 -02:00;Flow;Intro
261;carnabelo@msging.net;2018-02-02 14:31:19.44 -02:00;Flow;Menu
262;carnabelo@msging.net;2018-02-02 14:31:28.67 -02:00;Flow;Selecionar data
263;carnabelo@msging.net;2018-02-02 14:32:00.90 -02:00;Pesquisa - Dia;09/02/2018
264;carnabelo@msging.net;2018-02-02 14:32:01.05 -02:00;Flow;API -  Carrossel - Bairro
265;carnabelo@msging.net;2018-02-02 14:32:12.50 -02:00;Flow;API  - Carrossel blocos  - Agenda
266;carnabelo@msging.net;2018-02-02 14:32:12.57 -02:00;Pesquisa - Bairro;Santo Agostinho
267;carnabelo@msging.net;2018-02-02 14:32:53.11 -02:00;Flow;Respostas para carrossel
268;carnabelo@msging.net;2018-02-02 14:32:53.25 -02:00;Flow;Enviar localizacao
269;carnabelo@msging.net;2018-02-02 14:33:01.52 -02:00;Flow;Menu
270;carnabelo@msging.net;2018-02-02 14:34:57.56 -02:00;Flow;API - Consultar  blocos -  Localizacao
271;carnabelo@msging.net;2018-02-02 14:34:57.72 -02:00;Flow;API - Carrossel blocos -  Localizacao
272;carnabelo@msging.net;2018-02-02 14:35:20.51 -02:00;Flow;Respostas para carrossel
273;carnabelo@msging.net;2018-02-02 14:35:20.62 -02:00;Flow;API - Buscar info do bloco
274;carnabelo@msging.net;2018-02-02 14:35:20.95 -02:00;Flow;API - Salvar - Bloco
275;carnabelo@msging.net;2018-02-02 14:35:21.06 -02:00;Eu vou;Blocão Pet
276;carnabelo@msging.net;2018-02-02 14:35:22.27 -02:00;Flow;Criar lista de distribuicao
277;carnabelo@msging.net;2018-02-02 14:35:22.38 -02:00;Flow;Verificar - Horario bloco
278;carnabelo@msging.net;2018-02-02 14:35:23.01 -02:00;Flow;Agendar - Push
279;carnabelo@msging.net;2018-02-02 14:35:23.10 -02:00;Flow;Bloco - Agendado
280;carnabelo@msging.net;2018-02-02 14:35:36.76 -02:00;Flow;Fallback - Nome de Bloco
281;carnabelo@msging.net;2018-02-02 14:35:36.89 -02:00;Flow;Fallback  - IA
282;carnabelo@msging.net;2018-02-02 14:35:37.68 -02:00;Flow;IA - Xingamentos
283;carnabelo@msging.net;2018-02-02 14:35:38.84 -02:00;Flow;Sentimento - Negativo - Pos
284;carnabelo@msging.net;2018-02-02 14:35:49.36 -02:00;Flow;Selecionar data
285;carnabelo@msging.net;2018-02-02 14:35:58.67 -02:00;Pesquisa - Dia;10/02/2018
286;carnabelo@msging.net;2018-02-02 14:35:58.76 -02:00;Flow;API -  Carrossel - Bairro
287;carnabelo@msging.net;2018-02-02 14:36:08.77 -02:00;Flow;API  - Carrossel blocos  - Agenda
288;carnabelo@msging.net;2018-02-02 14:36:08.83 -02:00;Pesquisa - Bairro;Floresta
289;carnabelo@msging.net;2018-02-02 14:36:14.66 -02:00;Flow;Respostas para carrossel
290;carnabelo@msging.net;2018-02-02 14:36:14.78 -02:00;Flow;API - Buscar info do bloco
291;carnabelo@msging.net;2018-02-02 14:36:15.11 -02:00;Flow;API - Salvar - Bloco
292;carnabelo@msging.net;2018-02-02 14:36:15.22 -02:00;Eu vou;Unidos da Estrela da Morte
293;carnabelo@msging.net;2018-02-02 14:36:16.21 -02:00;Flow;Criar lista de distribuicao
294;carnabelo@msging.net;2018-02-02 14:36:16.32 -02:00;Flow;Verificar - Horario bloco
295;carnabelo@msging.net;2018-02-02 14:36:16.85 -02:00;Flow;Agendar - Push
296;carnabelo@msging.net;2018-02-02 14:36:16.96 -02:00;Flow;Bloco - Agendado
297;carnabelo@msging.net;2018-02-02 14:36:36.65 -02:00;Flow;Fallback - Nome de Bloco
298;carnabelo@msging.net;2018-02-02 14:36:36.74 -02:00;Flow;Fallback  - IA
299;carnabelo@msging.net;2018-02-02 14:36:37.57 -02:00;Flow;API - Verificar - Nome do Bloco
300;carnabelo@msging.net;2018-02-02 14:36:37.83 -02:00;Flow;Erro padrao
301;carnabelo@msging.net;2018-02-02 14:36:44.67 -02:00;Flow;Selecionar data
302;carnabelo@msging.net;2018-02-02 14:36:57.14 -02:00;Pesquisa - Dia;04/02/2018
303;carnabelo@msging.net;2018-02-02 14:36:57.25 -02:00;Flow;API -  Carrossel - Bairro
304;carnabelo@msging.net;2018-02-02 14:37:19.21 -02:00;Flow;Selecionar data
305;carnabelo@msging.net;2018-02-02 14:37:25.60 -02:00;Pesquisa - Dia;02/02/2018
306;carnabelo@msging.net;2018-02-02 14:37:25.69 -02:00;Flow;API -  Carrossel - Bairro
307;carnabelo@msging.net;2018-02-02 14:37:32.25 -02:00;Flow;API  - Carrossel blocos  - Agenda
308;carnabelo@msging.net;2018-02-02 14:37:32.38 -02:00;Pesquisa - Bairro;Centro
309;carnabelo@msging.net;2018-02-02 14:37:40.42 -02:00;Flow;Boas vindas
310;carnabelo@msging.net;2018-02-02 14:38:01.29 -02:00;Flow;Objetivo - Dancar
311;carnabelo@msging.net;2018-02-02 14:38:01.40 -02:00;Objetivo;Dancar
312;carnabelo@msging.net;2018-02-02 14:38:03.61 -02:00;Flow;Intro
313;carnabelo@msging.net;2018-02-02 14:38:07.75 -02:00;Flow;Menu
314;carnabelo@msging.net;2018-02-02 14:38:46.58 -02:00;Flow;API - Consultar blocos hoje
315;carnabelo@msging.net;2018-02-02 14:38:46.85 -02:00;Flow;Intro - O que tem hoje
316;carnabelo@msging.net;2018-02-02 14:38:48.02 -02:00;Flow;API  - Carrossel blocos -  Hoje
317;carnabelo@msging.net;2018-02-02 14:38:57.96 -02:00;Flow;Respostas para carrossel
318;carnabelo@msging.net;2018-02-02 14:38:58.10 -02:00;Flow;Sentimento - Positivo
319;carnabelo@msging.net;2018-02-02 14:39:26.77 -02:00;Flow;Boas vindas
320;carnabelo@msging.net;2018-02-02 14:39:41.43 -02:00;Flow;Objetivo - Dancar
321;carnabelo@msging.net;2018-02-02 14:39:41.49 -02:00;Objetivo;Dancar
322;carnabelo@msging.net;2018-02-02 14:39:43.63 -02:00;Flow;Intro
323;carnabelo@msging.net;2018-02-02 14:39:47.72 -02:00;Flow;Menu
324;carnabelo@msging.net;2018-02-02 14:40:20.19 -02:00;Flow;Selecionar data
325;carnabelo@msging.net;2018-02-02 14:40:29.00 -02:00;Pesquisa - Dia;04/02/2018
326;carnabelo@msging.net;2018-02-02 14:40:29.11 -02:00;Flow;API -  Carrossel - Bairro
327;carnabelo@msging.net;2018-02-02 14:41:13.60 -02:00;Flow;API  - Carrossel blocos  - Agenda
328;carnabelo@msging.net;2018-02-02 14:41:13.66 -02:00;Pesquisa - Bairro;Carlos Prates
329;carnabelo@msging.net;2018-02-02 14:41:32.72 -02:00;Flow;Respostas para carrossel
330;carnabelo@msging.net;2018-02-02 14:41:33.20 -02:00;Flow;API  - Consultar - Meus blocos
331;carnabelo@msging.net;2018-02-02 14:41:33.42 -02:00;Flow;Sem blocos salvos
332;carnabelo@msging.net;2018-02-02 14:41:42.44 -02:00;Flow;Respostas para carrossel
333;carnabelo@msging.net;2018-02-02 14:41:42.53 -02:00;Flow;API - Buscar info do bloco
334;carnabelo@msging.net;2018-02-02 14:41:42.78 -02:00;Flow;API - Salvar - Bloco
335;carnabelo@msging.net;2018-02-02 14:41:42.89 -02:00;Eu vou;Abre-te Sésamo
336;carnabelo@msging.net;2018-02-02 14:41:43.94 -02:00;Flow;Criar lista de distribuicao
337;carnabelo@msging.net;2018-02-02 14:41:44.03 -02:00;Flow;Verificar - Horario bloco
338;carnabelo@msging.net;2018-02-02 14:41:44.61 -02:00;Flow;Agendar - Push
339;carnabelo@msging.net;2018-02-02 14:41:44.71 -02:00;Flow;Bloco - Agendado
340;carnabelo@msging.net;2018-02-02 14:41:59.77 -02:00;Flow;Selecionar data
341;carnabelo@msging.net;2018-02-02 14:42:07.89 -02:00;Pesquisa - Dia;04/02/2018
342;carnabelo@msging.net;2018-02-02 14:42:08.03 -02:00;Flow;API -  Carrossel - Bairro
343;carnabelo@msging.net;2018-02-02 14:42:16.75 -02:00;Flow;API  - Carrossel blocos  - Agenda
344;carnabelo@msging.net;2018-02-02 14:42:16.81 -02:00;Pesquisa - Bairro;Savassi
345;carnabelo@msging.net;2018-02-02 14:42:32.50 -02:00;Flow;Boas vindas
346;carnabelo@msging.net;2018-02-02 14:42:36.31 -02:00;Flow;Respostas para carrossel
347;carnabelo@msging.net;2018-02-02 14:42:36.43 -02:00;Flow;API - Buscar info do bloco
348;carnabelo@msging.net;2018-02-02 14:42:36.70 -02:00;Flow;API - Salvar - Bloco
349;carnabelo@msging.net;2018-02-02 14:42:36.79 -02:00;Eu vou;Asa de Banana
350;carnabelo@msging.net;2018-02-02 14:42:37.81 -02:00;Flow;Criar lista de distribuicao
351;carnabelo@msging.net;2018-02-02 14:42:37.92 -02:00;Flow;Verificar - Horario bloco
352;carnabelo@msging.net;2018-02-02 14:42:38.40 -02:00;Flow;Agendar - Push
353;carnabelo@msging.net;2018-02-02 14:42:38.53 -02:00;Flow;Bloco - Agendado
354;carnabelo@msging.net;2018-02-02 14:42:49.31 -02:00;Flow;Objetivo - Tudo
355;carnabelo@msging.net;2018-02-02 14:42:49.40 -02:00;Objetivo;Tudo
356;carnabelo@msging.net;2018-02-02 14:42:51.56 -02:00;Flow;Intro
357;carnabelo@msging.net;2018-02-02 14:42:55.75 -02:00;Flow;Menu
358;carnabelo@msging.net;2018-02-02 14:42:56.37 -02:00;Flow;API - Consultar blocos hoje
359;carnabelo@msging.net;2018-02-02 14:42:56.57 -02:00;Flow;Intro - O que tem hoje
360;carnabelo@msging.net;2018-02-02 14:42:57.75 -02:00;Flow;API  - Carrossel blocos -  Hoje
361;carnabelo@msging.net;2018-02-02 14:43:02.60 -02:00;Flow;API - Consultar blocos hoje
362;carnabelo@msging.net;2018-02-02 14:43:02.80 -02:00;Flow;Intro - O que tem hoje
363;carnabelo@msging.net;2018-02-02 14:43:03.98 -02:00;Flow;API  - Carrossel blocos -  Hoje
364;carnabelo@msging.net;2018-02-02 14:43:12.12 -02:00;Flow;Respostas para carrossel
365;carnabelo@msging.net;2018-02-02 14:43:12.21 -02:00;Flow;API - Buscar info do bloco
366;carnabelo@msging.net;2018-02-02 14:43:12.41 -02:00;Flow;API - Salvar - Bloco
367;carnabelo@msging.net;2018-02-02 14:43:12.50 -02:00;Eu vou;Abre-te Sésamo
368;carnabelo@msging.net;2018-02-02 14:43:13.40 -02:00;Flow;Criar lista de distribuicao
369;carnabelo@msging.net;2018-02-02 14:43:13.51 -02:00;Flow;Verificar - Horario bloco
370;carnabelo@msging.net;2018-02-02 14:43:14.02 -02:00;Flow;Agendar - Push
371;carnabelo@msging.net;2018-02-02 14:43:14.14 -02:00;Flow;Bloco - Agendado
372;carnabelo@msging.net;2018-02-02 14:43:16.84 -02:00;Flow;Respostas para carrossel
373;carnabelo@msging.net;2018-02-02 14:43:16.96 -02:00;Flow;API - Buscar info do bloco
374;carnabelo@msging.net;2018-02-02 14:43:17.17 -02:00;Flow;API - Salvar - Bloco
375;carnabelo@msging.net;2018-02-02 14:43:17.28 -02:00;Eu vou;Abre-te Sésamo
376;carnabelo@msging.net;2018-02-02 14:43:18.17 -02:00;Flow;Criar lista de distribuicao
377;carnabelo@msging.net;2018-02-02 14:43:18.27 -02:00;Flow;Verificar - Horario bloco
378;carnabelo@msging.net;2018-02-02 14:43:18.84 -02:00;Flow;Agendar - Push
379;carnabelo@msging.net;2018-02-02 14:43:18.96 -02:00;Flow;Bloco - Agendado
380;carnabelo@msging.net;2018-02-02 14:43:25.76 -02:00;Flow;API - Consultar blocos hoje
381;carnabelo@msging.net;2018-02-02 14:43:25.95 -02:00;Flow;Intro - O que tem hoje
382;carnabelo@msging.net;2018-02-02 14:43:27.10 -02:00;Flow;API  - Carrossel blocos -  Hoje
383;carnabelo@msging.net;2018-02-02 14:43:28.77 -02:00;Flow;API  - Consultar - Meus blocos
384;carnabelo@msging.net;2018-02-02 14:43:28.94 -02:00;Flow;API - Carrossel - Meus blocos
385;carnabelo@msging.net;2018-02-02 14:43:31.09 -02:00;Flow;Respostas para carrossel
386;carnabelo@msging.net;2018-02-02 14:43:31.23 -02:00;Flow;API - Buscar info do bloco
387;carnabelo@msging.net;2018-02-02 14:43:31.43 -02:00;Flow;API - Como Chegar
